"user_id","june_amount","core"
1017720,375.8154768,"not_core"
1017866,401.9497381,"not_core"
1017912,229.9595847,"not_core"
1019002,346.7290267,"not_core"
1019238,1452.1062271,"core"
1019736,1027.10315,"not_core"
1019855,668.5121151,"not_core"
1020603,397.1979816,"not_core"
1020952,346.9316715,"not_core"
1021036,512.9459673,"not_core"
1021460,309.1783563,"not_core"
1021528,583.4957885,"not_core"
1021944,332.8532307,"not_core"
1022243,429.7873427,"not_core"
1022868,590.8471192,"not_core"
1022965,1077.66283,"not_core"
1023165,618.2407776,"not_core"
1023561,268.4056058,"not_core"
1024279,456.2364186,"not_core"
1024606,423.7274945,"not_core"
1024791,343.6394179,"not_core"
1025152,1242.297279,"not_core"
1025438,208.6974244,"not_core"
1025696,394.6068738,"not_core"
1027416,196.1007343,"not_core"
1027930,1061.761288,"not_core"
1028196,319.4038439,"not_core"
1028495,458.3580492,"not_core"
1029291,529.6495344,"not_core"
1029696,1509.8977267,"core"
1029850,1072.1508426,"core"
1030098,229.3768026,"not_core"
1030524,477.1067093,"not_core"
1031306,180.282782,"not_core"
1031973,183.5580702,"not_core"
1033139,1685.5877153,"core"
1033627,935.6050437,"not_core"
1033858,363.2688144,"not_core"
1033948,84.88954345,"not_core"
1035418,257.9784705,"not_core"
1037055,563.1093205,"not_core"
1039845,267.2097273,"not_core"
1040226,290.7472819,"not_core"
1040941,532.3617448,"not_core"
1041391,221.9777901,"not_core"
1041440,481.9382176,"not_core"
1042174,536.9083802,"not_core"
1042214,268.5743752,"core"
1042604,701.5607195,"not_core"
1042968,707.1820833,"not_core"
1044229,1301.4217547,"core"
1044415,596.0888966,"not_core"
1044686,999.9016538,"core"
1044721,432.1842702,"not_core"
1045100,648.9384411,"not_core"
1049320,708.4441363,"not_core"
1050122,334.0109547,"not_core"
1050354,541.4592647,"not_core"
1052842,866.147392,"not_core"
1055621,398.0303302,"not_core"
1059677,1239.48152,"not_core"
1059791,314.9489245,"not_core"
1060755,918.2805154,"not_core"
1061135,93.48152706,"not_core"
1061196,1244.6871165,"core"
1063153,263.3193714,"not_core"
1063510,242.8836349,"not_core"
1066092,344.796779,"not_core"
1066596,595.6384627,"not_core"
1067140,246.8742358,"not_core"
1068661,332.7283454,"not_core"
1068673,467.4392269,"not_core"
1069160,293.197074,"not_core"
1071058,183.4909741,"not_core"
1072342,263.7971543,"not_core"
1073833,223.5184783,"not_core"
1076059,1051.053261,"not_core"
1077525,612.7866898,"not_core"
1077863,349.907354,"not_core"
1079098,244.9598627,"not_core"
1081186,304.4644028,"not_core"
1082063,277.5482752,"not_core"
1083514,524.2735098,"not_core"
1084527,374.4805263,"not_core"
1084745,1510.9519709,"core"
1085805,1585.336692,"not_core"
1087084,647.0408434,"not_core"
